,Pairs,EXP,FEP,FEP_err,CCC,CCC_err
88,CHEMBL3265031~CHEMBL3265037,-0.7,0.16,0.18,-0.19,1.2
89,CHEMBL3265032~CHEMBL3265022,0.27,0.68,0.07,0.75,0.97
90,CHEMBL3265032~CHEMBL3265027,0.73,1.5,0.03,1.59,1.01
91,CHEMBL3265032~CHEMBL3265033,-0.78,-0.36,0.15,-0.46,1.02
92,CHEMBL3265033~CHEMBL3265022,1.05,1.21,0.1,1.21,0.89
93,CHEMBL3265034~CHEMBL3265026,0.13,0.28,0.47,-0.3,1.23
94,CHEMBL3265034~CHEMBL3265027,1.16,1.1,0.07,0.92,1.28
95,CHEMBL3265034~CHEMBL3265033,-0.35,-1.2,0.33,-1.13,1.04
96,CHEMBL3265035~CHEMBL3264996,0.41,-2.1,1.01,-2.27,1.07
97,CHEMBL3265035~CHEMBL3265024,-0.71,-0.35,0.22,-0.26,1.07
98,CHEMBL3265027~CHEMBL3265030_n,-1.14,-1.4,0.1,-1.4,0.9
99,CHEMBL3265028~CHEMBL3265030_n,-0.46,-0.67,0.04,-0.74,0.95
100,CHEMBL3265031~CHEMBL3265030_n,0.6,0.58,0.11,0.65,0.95
