,Pairs,EXP,FEP,FEP_err,CCC,CCC_err
57,CHEMBL3265032~CHEMBL3265033,-0.78,-0.36,0.05,-0.61,0.63
58,CHEMBL3265033~CHEMBL3265022,1.05,1.21,0.05,1.28,0.55
59,CHEMBL3265034~CHEMBL3265026,0.13,0.28,0.05,-0.11,0.63
60,CHEMBL3265034~CHEMBL3265027,1.16,1.1,0.03,1.21,0.52
61,CHEMBL3265034~CHEMBL3265033,-0.35,-1.2,0.03,-0.87,0.63
62,CHEMBL3265034~CHEMBL3265037,-1.28,-0.44,0.04,-0.49,0.36
63,CHEMBL3265035~CHEMBL3264996,0.41,-2.1,0.08,-2.27,0.56
64,CHEMBL3265035~CHEMBL3265024,-0.71,-0.35,0.05,-0.25,0.44
65,CHEMBL3265027~CHEMBL3265030_n,-1.14,-1.4,0.03,-1.32,0.2
66,CHEMBL3265028~CHEMBL3265030_n,-0.46,-0.67,0.04,-0.67,0.19
67,CHEMBL3265031~CHEMBL3265030_n,0.6,0.58,0.04,0.5,0.2
68,CHEMBL3265002~CHEMBL3265001,-1.42,-0.17,0.07,-0.09,0.55
69,CHEMBL3265004~CHEMBL3265001,-1.17,-0.12,0.08,-0.2,0.55
70,CHEMBL3265004~CHEMBL3265002,0.25,0.0,0.03,-0.1,0.58
71,CHEMBL3265004~CHEMBL3265003,0.04,-0.43,0.03,-0.51,0.53
72,CHEMBL3265008~CHEMBL3265005,-0.55,-0.18,0.03,-0.03,0.65
73,CHEMBL3265009~CHEMBL3265005,-0.03,0.39,0.03,0.39,0.87
74,CHEMBL3265009~CHEMBL3265006,0.34,0.95,0.03,0.86,0.83
75,CHEMBL3265009~CHEMBL3265008,0.52,0.51,0.03,0.42,0.71
76,CHEMBL3265010~CHEMBL3265011,1.5,3.38,0.03,2.87,1.15
77,CHEMBL3265012~CHEMBL3259820,-0.02,-0.33,0.03,-0.05,0.89
78,CHEMBL3265013~CHEMBL3259820,-0.76,-0.4,0.03,-0.25,0.76
79,CHEMBL3265013~CHEMBL3265012,-0.74,-0.2,0.03,-0.2,0.76
80,CHEMBL3265015~CHEMBL3259820,-1.09,-2.55,0.03,-2.72,0.89
81,CHEMBL3265015~CHEMBL3265014,-0.92,-1.78,0.04,-1.86,0.69
82,CHEMBL3265016~CHEMBL3265020,0.68,-0.31,0.02,-0.09,0.55
83,CHEMBL3265017~CHEMBL3265016,-0.2,0.53,0.02,0.5,0.67
84,CHEMBL3265017~CHEMBL3265020,0.48,0.35,0.02,0.41,0.67
85,CHEMBL3265017~CHEMBL3265027,1.16,1.14,0.03,1.22,0.56
86,CHEMBL3265017~CHEMBL3265029,0.37,0.32,0.03,0.27,0.5
87,CHEMBL3265018~CHEMBL3265019,0.41,-0.61,0.02,-0.34,0.87
88,CHEMBL3265021~CHEMBL3265017,-0.6,0.0,0.01,0.03,0.79
89,CHEMBL3265021~CHEMBL3265020,-0.12,0.49,0.02,0.44,0.67
90,CHEMBL3265021~CHEMBL3265022,0.1,0.52,0.02,0.44,0.46
91,CHEMBL3265021~CHEMBL3265023,0.41,-0.17,0.02,-0.17,0.69
92,CHEMBL3265023~CHEMBL3265020,-0.53,0.47,0.03,0.61,0.69
93,CHEMBL3265023~CHEMBL3265028,-0.53,0.78,0.04,0.78,0.42
94,CHEMBL3265027~CHEMBL3265020,-0.68,-1.04,0.04,-0.81,0.98
95,CHEMBL3265028~CHEMBL3265027,0.68,0.71,0.03,0.64,0.69
96,CHEMBL3265029~CHEMBL3265016,-0.57,0.35,0.03,0.23,0.54
97,CHEMBL3265029~CHEMBL3265027,0.79,0.79,0.03,0.95,0.54
98,CHEMBL3265036~CHEMBL3265016,-1.27,1.17,0.05,1.08,0.22
99,CHEMBL3265036~CHEMBL3265029,-0.7,0.76,0.04,0.85,0.22
100,CHEMBL3265037~CHEMBL3265032,1.71,0.31,0.03,0.22,0.36
