,Pairs,EXP,FEP,FEP_err,CCC,CCC_err
51,CHEMBL1086410~CHEMBL1089056,2.02,0.66,0.04,0.66,0.35
52,CHEMBL1086410~CHEMBL1096002,0.33,-1.43,0.04,-1.28,0.71
53,CHEMBL1089056~CHEMBL1078998,-0.93,-0.66,0.03,-0.99,0.51
54,CHEMBL1089056~CHEMBL1088740,0.74,2.4,0.03,2.28,0.42
55,CHEMBL1089393~CHEMBL1085895,-2.48,-3.44,0.05,-3.27,0.51
56,CHEMBL1089393~CHEMBL1088740,-0.32,0.07,0.02,0.11,0.36
57,CHEMBL1089393~CHEMBL1093088,-2.84,-2.37,0.04,-2.59,0.51
58,CHEMBL1093087~CHEMBL1083517,-0.93,-2.68,0.06,-2.24,1.21
59,CHEMBL1093087~CHEMBL1084678,-0.6,-1.31,0.05,-1.28,0.9
60,CHEMBL1093087~CHEMBL1086409,0.66,0.51,0.06,0.06,1.21
61,CHEMBL1093087~CHEMBL1096003,-1.34,-0.81,0.06,-0.82,0.86
62,CHEMBL1093088~CHEMBL1088740,2.52,2.71,0.03,2.7,0.34
63,CHEMBL1096002~CHEMBL1084935,0.6,2.12,0.05,1.93,0.99
64,CHEMBL1096003~CHEMBL1084143,0.0,-0.4,0.05,-0.28,0.82
